number,exchange,id,value,syl
885,XSHG,600316,106,-58.48
873,XSHE,519,106,36.47
879,XSHE,2665,106,101.87
881,XSHG,601369,106,21.13
883,XSHG,603128,106,39.16
889,XSHG,603363,106,152.47
886,XSHG,600226,106,31.83
884,XSHE,59,106,7.69
874,XSHG,600517,106,886.26
882,XSHG,601311,106,16.59
888,XSHE,300134,106,119.01
875,XSHG,603567,106,15.75
887,XSHG,600664,106,-18.3
896,XSHE,2025,105,33.9
897,XSHG,600269,105,3.55
895,XSHG,600491,105,10.03
890,XSHE,35,105,32.95
893,XSHE,16,105,30.74
892,XSHE,8,105,223.83
891,XSHG,600881,105,-107.39
894,XSHG,601163,105,17.24
903,XSHE,2565,104,65.53
901,XSHG,600012,104,9
899,XSHE,2183,104,61.38
905,XSHE,2444,104,17.08
902,XSHE,300113,104,22.12
909,XSHG,603345,104,39.94
904,XSHG,600312,104,104.74
900,XSHE,300770,104,35.26
907,XSHE,516,104,91.24
906,XSHE,2412,104,64.87
908,XSHE,300267,104,30.31
898,XSHE,2839,104,9.97
915,XSHE,2701,103,10.88
910,XSHG,600869,103,32.28
914,XSHE,810,103,21.93
912,XSHE,300058,103,11.64
913,XSHE,2905,103,79.53
911,XSHG,600216,103,19.4
928,XSHE,2450,102,-8.36
918,XSHG,600058,102,100.95
927,XSHG,601678,102,18.32
923,XSHE,2681,102,52.51
920,XSHE,2426,102,-14.87
924,XSHG,600006,102,21.89
917,XSHE,300324,102,29.42
926,XSHE,300451,102,40.86
925,XSHE,300118,102,8.38
919,XSHE,2491,102,109.09
916,XSHG,600252,102,14.7
922,XSHE,300026,102,14.6
921,XSHE,2807,102,13.16
940,XSHE,300073,101,39.42
930,XSHE,591,101,20.17
929,XSHG,603328,101,22.17
934,XSHE,2597,101,13.92
938,XSHE,40,101,135.75
937,XSHG,600562,101,146.26
939,XSHG,603377,101,86.89
932,XSHG,600997,101,6.88
936,XSHE,2004,101,25.19
935,XSHG,600418,101,39.03
933,XSHE,300203,101,55.44
931,XSHG,600490,101,58.68
943,XSHE,727,100,-8.63
944,XSHG,600335,100,12.9
947,XSHE,2234,100,6.45
946,XSHE,2358,100,42.84
942,XSHE,672,100,6.99
945,XSHG,603220,100,513.66
941,XSHG,603323,100,11.49
952,XSHG,601636,99,11.8
950,XSHG,600072,99,28.9
953,XSHG,600057,99,9.41
954,XSHG,601011,99,31.86
949,XSHE,300085,99,-95.11
951,XSHE,300339,99,47.68
955,XSHE,300369,99,-101.14
948,XSHE,2117,99,34.95
965,XSHE,2537,98,19.02
964,XSHE,300115,98,56.48
959,XSHE,517,98,4.18
962,XSHE,2023,98,62.08
957,XSHG,601717,98,6.5
961,XSHE,528,98,8.04
956,XSHG,600403,98,15.97
966,XSHG,603730,98,15.14
963,XSHG,603039,98,126.46
960,XSHG,600175,98,-32.16
958,XSHE,2950,98,44.32
968,XSHG,600850,97,30.8
977,XSHE,300315,97,12.96
974,XSHE,2273,97,41.62
971,XSHE,2503,97,22.73
978,XSHE,2672,97,22.39
967,XSHG,601666,97,7.52
970,XSHG,603305,97,64.12
972,XSHE,2498,97,41.55
975,XSHG,600996,97,43.49
969,XSHG,600420,97,13.12
979,XSHE,300199,97,46.38
980,XSHG,600267,97,76.07
973,XSHG,603337,97,20.6
976,XSHG,603025,97,36.33
983,XSHG,600478,96,-52.96
982,XSHE,2436,96,64.99
981,XSHE,2285,96,-97.8
985,XSHG,600565,96,17.03
989,XSHG,600736,96,17.11
986,XSHE,158,96,-163.95
984,XSHE,916,96,25.69
992,XSHG,600618,96,10.57
990,XSHE,2614,96,64.76
993,XSHG,600337,96,35.69
988,XSHE,2100,96,82.81
994,XSHE,2818,96,12.89
987,XSHE,2437,96,28.03
995,XSHE,2675,96,36.99
991,XSHE,300495,96,214.89
996,XSHE,300456,95,193.7
1001,XSHE,2250,95,15.62
999,XSHG,603318,95,-92.85
1004,XSHG,603218,95,28.46
998,XSHG,600395,95,8.05
1000,XSHG,600751,95,45.2
997,XSHE,70,95,65.15
1002,XSHG,600366,95,22.21
1003,XSHE,2698,95,26.87
1009,XSHG,600563,94,23.86
1007,XSHG,600185,94,10.3
1013,XSHG,600400,94,46.22
1005,XSHG,600017,94,10.11
1015,XSHE,828,94,8.54
1011,XSHE,2542,94,57.21
1018,XSHE,90,94,36.89
1006,XSHE,2155,94,50.28
1017,XSHE,2531,94,27.03
1019,XSHE,300145,94,25.71
1020,XSHG,603699,94,27.02
1008,XSHG,603680,94,27.65
1012,XSHE,61,94,46.24
1014,XSHG,600677,94,19.01
1010,XSHE,950,94,17.91
1016,XSHG,600456,94,80
1023,XSHG,603678,93,32.31
1022,XSHG,603587,93,11.93
1027,XSHE,2237,93,21.26
1031,XSHG,601200,93,16.62
1021,XSHE,2266,93,53.81
1025,XSHE,2912,93,-374.31
1029,XSHE,2596,93,73.37
1024,XSHE,2383,93,-82.6
1028,XSHG,600158,93,-2311.8
1032,XSHE,2955,93,129.26
1026,XSHE,426,93,-82.28
1030,XSHG,603733,93,64.8
1033,XSHE,2951,92,57.07
1044,XSHE,676,92,13.38
1040,XSHE,2091,92,10.53
1045,XSHE,2643,92,22.62
1036,XSHE,300257,92,75.04
1039,XSHG,600125,92,18.58
1035,XSHG,600138,92,36
1037,XSHE,980,92,21.73
1041,XSHG,603383,92,434.38
1038,XSHE,400,92,91.41
1043,XSHE,2123,92,39.53
1042,XSHE,300725,92,68.51
1034,XSHG,600770,92,100.75
1057,XSHE,2851,91,38.95
1050,XSHE,2635,91,11.77
1053,XSHE,666,91,12.47
1058,XSHE,2320,91,20.32
1049,XSHG,600033,91,11.44
1052,XSHE,2061,91,44.45
1046,XSHG,600096,91,20.26
1055,XSHG,600702,91,22.53
1047,XSHG,603718,91,351.05
1054,XSHE,2434,91,19.63
1051,XSHE,2280,91,73.38
1056,XSHE,300292,91,28.45
1048,XSHG,600624,91,156.17
1059,XSHE,300666,90,210.33
1071,XSHG,600641,90,10.77
1065,XSHG,600231,90,32.81
1067,XSHG,600939,90,63.09
1074,XSHG,600217,90,25.83
1072,XSHE,2366,90,21.85
1062,XSHE,25,90,125.12
1064,XSHE,30,90,11.07
1068,XSHE,2488,90,78.38
1060,XSHE,300634,90,81.17
1066,XSHE,300663,90,-132.67
1069,XSHE,2292,90,38.08
1061,XSHE,2390,90,36.48
1070,XSHE,2737,90,13.79
1075,XSHE,566,90,30.58
1073,XSHG,601567,90,9.94
1063,XSHE,300724,90,24.22
1079,XSHE,2341,89,227.45
1080,XSHG,601069,89,-122.02
1078,XSHE,2176,89,78.79
1082,XSHG,600965,89,57.02
1076,XSHG,600851,89,98.27
1077,XSHE,2370,89,39.32
1081,XSHE,2030,89,78.36
1089,XSHE,300367,88,25.46
1088,XSHG,601619,88,48.22
1084,XSHE,300476,88,22.73
1085,XSHE,726,88,11.28
1083,XSHE,969,88,40.44
1091,XSHE,2610,88,184.08
1090,XSHG,600756,88,663.73
1087,XSHE,300079,88,40.97
1086,XSHG,603368,88,13.67
1097,XSHE,2303,87,25.77
1099,XSHE,733,87,20.35
1092,XSHE,2832,87,16.82
1100,XSHE,300284,87,24.53
1098,XSHG,603766,87,10.73
1095,XSHE,2677,87,28.87
1096,XSHE,2705,87,24.45
1094,XSHE,2267,87,7.23
1093,XSHG,600073,87,11.9
1105,XSHE,300123,86,53.43
1102,XSHE,2618,86,889.05
1104,XSHE,300726,86,38.93
1106,XSHE,2314,86,-16.43
1101,XSHE,300377,86,82.09
1103,XSHE,300365,86,235.58
1108,XSHG,600828,86,6.34
1107,XSHE,2545,86,94.87
1120,XSHE,300037,85,34.03
1121,XSHE,543,85,14.34
1113,XSHG,603877,85,24.6
1118,XSHE,2911,85,36.28
1112,XSHE,2064,85,19.19
1123,XSHG,603298,85,14.6
1116,XSHE,2746,85,13.53
1110,XSHG,600429,85,40.43
1114,XSHE,848,85,9.55
1109,XSHE,2446,85,31.7
1119,XSHE,300762,85,-439.13
1115,XSHG,601858,85,171.22
1111,XSHE,2020,85,16.25
1117,XSHG,600557,85,18.97
1122,XSHG,601886,85,18.39
1134,XSHE,2093,84,58.42
1127,XSHE,300232,84,25.51
1129,XSHE,300457,84,29.66
1133,XSHE,936,84,5.93
1128,XSHE,2573,84,21.35
1132,XSHG,603355,84,24.36
1126,XSHE,976,84,95.79
1125,XSHG,601900,84,7.67
1130,XSHG,600781,84,9.75
1124,XSHE,300572,84,68.12
1131,XSHE,815,84,-447.55
1135,XSHG,603956,84,-85.31
1136,XSHE,767,83,213.64
1147,XSHE,2467,83,55.98
1143,XSHE,2376,83,29.55
1148,XSHE,2449,83,19.53
1140,XSHE,36,83,7.65
1146,XSHG,601566,83,7.65
1150,XSHG,600502,83,18.74
1141,XSHE,300054,83,38.95
1145,XSHE,2709,83,72.32
1149,XSHE,2407,83,49.25
1139,XSHG,600123,83,9.9
1142,XSHE,2798,83,31.63
1144,XSHE,19,83,17.1
1137,XSHE,34,83,15.31
1151,XSHG,600757,83,8.66
1138,XSHE,933,83,38.03
1152,XSHE,300777,82,84.48
1158,XSHG,600246,82,-108.52
1156,XSHG,600579,82,-33.14
1154,XSHG,600180,82,8.67
1157,XSHE,2726,82,25.6
1159,XSHE,300002,82,-19.39
1153,XSHG,601058,82,11.18
1160,XSHE,300776,82,27.36
1161,XSHE,2482,82,39.01
1155,XSHE,881,82,116.67
1166,XSHE,300053,81,87.69
1172,XSHG,600116,81,73.66
1173,XSHG,600601,81,-12.84
1174,XSHG,600330,81,24.45
1164,XSHE,2293,81,14.06
1175,XSHG,600619,81,19.63
1163,XSHG,601918,81,4.99
1162,XSHG,601258,81,-4.16
1165,XSHE,501,81,6.89
1167,XSHE,2697,81,25.64
1168,XSHE,2568,81,47.73
1171,XSHE,300238,81,205.62
1170,XSHE,2275,81,23.05
1169,XSHG,601222,81,13.07
1179,XSHE,300130,80,33.11
1187,XSHG,600734,80,-56.45
1189,XSHE,300661,80,125.35
1190,XSHG,600151,80,-19.27
1188,XSHG,600622,80,12.15
1185,XSHG,600758,80,21.04
1182,XSHG,600596,80,16.69
1178,XSHG,603013,80,31.74
1177,XSHE,300297,80,30.01
1176,XSHG,600694,80,5.19
1180,XSHE,789,80,9.18
1186,XSHG,603096,80,35.63
1183,XSHG,600645,80,64.58
1184,XSHE,989,80,24.75
1181,XSHE,300197,80,-21.4
1191,XSHG,600131,79,51.9
1202,XSHG,600162,79,134.02
1192,XSHG,600428,79,64.09
1196,XSHE,2274,79,31.65
1201,XSHG,600141,79,41.7
1198,XSHG,603113,79,13.54
1204,XSHG,601001,79,8.31
1193,XSHE,58,79,32.95
1200,XSHE,2626,79,14.99
1194,XSHG,601700,79,53.52
1195,XSHG,601558,79,-242.72
1197,XSHE,2028,79,97.53
1203,XSHE,300194,79,26.49
1199,XSHE,2611,79,75.02
1214,XSHE,300078,78,67.54
1206,XSHE,2733,78,81.98
1211,XSHE,300373,78,55.51
1212,XSHE,2402,78,32.35
1216,XSHE,2119,78,74.38
1218,XSHE,300735,78,23.62
1209,XSHE,620,78,248.55
1222,XSHE,863,78,5.08
1208,XSHE,818,78,17.72
1221,XSHE,2409,78,46.93
1207,XSHG,601113,78,20.71
1205,XSHE,799,78,26.95
1210,XSHE,300523,78,928.11
1217,XSHG,601116,78,36.02
1215,XSHE,2216,78,48.41
1220,XSHE,300685,78,59.55
1223,XSHE,300349,78,17.99
1219,XSHE,2171,78,26.96
1213,XSHG,603638,78,21.85
1236,XSHE,2859,77,108.39
1227,XSHE,901,77,-227.9
1230,XSHG,600499,77,16.39
1233,XSHE,2621,77,113.73
1238,XSHE,2747,77,101.14
1229,XSHE,2668,77,21.11
1234,XSHG,600197,77,12.86
1228,XSHE,2041,77,409.04
1226,XSHE,525,77,16.08
1231,XSHE,2530,77,58.14
1225,XSHG,603027,77,38.23
1224,XSHE,2194,77,66.63
1237,XSHE,300353,77,9.38
1235,XSHG,601929,77,54.09
1232,XSHE,2047,77,22.63
1246,XSHE,300224,76,275.09
1250,XSHG,603693,76,33.49
1249,XSHE,2647,76,225.54
1240,XSHG,600990,76,-33.02
1242,XSHE,536,76,-5.14
1253,XSHE,6,76,17.08
1243,XSHE,2543,76,10.73
1252,XSHG,600179,76,77.59
1248,XSHE,2617,76,70.58
1257,XSHG,600059,76,26.85
1244,XSHE,48,76,17.19
1245,XSHG,600975,76,-64.61
1255,XSHE,2421,76,96.33
1251,XSHE,300401,76,14.66
1254,XSHE,300149,76,74.1
1239,XSHE,403,76,78.43
1241,XSHG,600993,76,14.36
1256,XSHE,2121,76,-738.24
1247,XSHE,2375,76,22.79
1275,XSHG,603267,75,22.02
1276,XSHG,600459,75,57.62
1260,XSHE,300159,75,-37.45
1268,XSHE,697,75,-60.66
1272,XSHE,300775,75,34.1
1271,XSHE,912,75,59.79
1263,XSHE,2683,75,64.26
1264,XSHG,601101,75,8.6
1270,XSHE,2489,75,7.18
1273,XSHG,600195,75,21.11
1269,XSHE,981,75,62.74
1259,XSHE,2063,75,274.56
1267,XSHE,300352,75,502.84
1261,XSHG,600929,75,45.22
1262,XSHE,300765,75,33.32
1266,XSHE,2481,75,50.51
1265,XSHG,600715,75,570.43
1274,XSHG,603127,75,154.85
1258,XSHG,600422,75,18.3
1280,XSHG,603826,74,53.17
1277,XSHE,300323,74,-12.8
1291,XSHE,541,74,21.27
1281,XSHE,631,74,8.66
1292,XSHG,600988,74,30.91
1284,XSHG,603980,74,12.87
1290,XSHG,603737,74,-960.92
1283,XSHE,1696,74,25.36
1288,XSHE,927,74,-9.28
1278,XSHE,300348,74,278.66
1279,XSHE,300682,74,-65.16
1282,XSHG,600550,74,-46.35
1287,XSHE,719,74,20.63
1285,XSHE,300723,74,37.65
1289,XSHE,766,74,36.29
1286,XSHG,600761,74,13.07
1296,XSHG,600458,73,56.83
1297,XSHE,300183,73,64.56
1300,XSHG,603989,73,31.08
1309,XSHG,603068,73,110.86
1301,XSHE,43,73,33.08
1306,XSHE,2016,73,8.65
1304,XSHG,600987,73,14.51
1305,XSHG,600569,73,31.83
1308,XSHE,928,73,11.26
1302,XSHG,603026,73,13.5
1299,XSHG,603848,73,35.95
1295,XSHE,300755,73,20.65
1294,XSHE,2215,73,13.35
1307,XSHE,2258,73,25.15
1303,XSHE,882,73,132.82
1298,XSHE,2301,73,46.67
1293,XSHG,603660,73,36.59
1312,XSHE,300458,72,74.69
1326,XSHG,603327,72,26.42
1317,XSHE,900,72,6.29
1310,XSHG,600765,72,61.33
1325,XSHE,2768,72,22.49
1311,XSHE,300266,72,-42.23
1318,XSHG,600508,72,7.42
1319,XSHG,601965,72,19.05
1321,XSHG,603596,72,15.44
1316,XSHE,300036,72,235.7
1314,XSHG,600477,72,19.34
1320,XSHE,2544,72,70.46
1313,XSHE,802,72,-66.76
1315,XSHG,600936,72,158.5
1322,XSHG,600812,72,58.25
1323,XSHG,600963,72,-55.22
1324,XSHG,600710,72,21.39
1339,XSHE,300325,71,-52.48
1329,XSHE,2517,71,20.15
1332,XSHG,603118,71,20.83
1328,XSHG,600284,71,24.3
1327,XSHE,2326,71,15.92
1334,XSHE,2226,71,25.06
1333,XSHE,592,71,-499.46
1336,XSHE,300176,71,180.58
1330,XSHG,600831,71,40.69
1338,XSHE,793,71,57.61
1335,XSHE,2907,71,56.78
1337,XSHE,300233,71,18.02
1331,XSHG,603399,71,-68.58
1346,XSHE,300236,70,277.96
1350,XSHE,958,70,17.53
1361,XSHE,667,70,-13.91
1354,XSHG,601339,70,14.23
1347,XSHE,65,70,46.16
1352,XSHG,600278,70,17.47
1357,XSHE,2145,70,16.14
1365,XSHE,300398,70,23.61
1341,XSHG,601908,70,-114.9
1351,XSHG,600971,70,7.39
1355,XSHG,600897,70,14.71
1348,XSHE,2048,70,14.69
1356,XSHE,300287,70,111.62
1359,XSHE,300010,70,61
1358,XSHG,601010,70,18.7
1362,XSHE,2251,70,9.38
1340,XSHG,600759,70,259.27
1343,XSHE,300423,70,21.33
1349,XSHG,603556,70,22.79
1344,XSHE,546,70,212.14
1342,XSHE,889,70,33.5
1353,XSHG,603367,70,13.68
1363,XSHE,300204,70,62.17
1364,XSHG,600750,70,13.67
1345,XSHG,603876,70,29.42
1360,XSHE,2204,70,373.94
1370,XSHG,600525,69,26.33
1372,XSHE,2413,69,112.41
1366,XSHE,300679,69,40.46
1381,XSHE,300602,69,42.37
1375,XSHG,600067,69,19.43
1368,XSHE,2097,69,10.96
1380,XSHG,600169,69,136.23
1378,XSHG,601015,69,63.3
1379,XSHE,2928,69,20.05
1376,XSHG,601777,69,-17.67
1374,XSHE,300300,69,11.43
1367,XSHE,300298,69,35.32
1371,XSHG,600090,69,12.47
1369,XSHE,2317,69,13.72
1377,XSHE,597,69,29.88
1373,XSHG,600331,69,28.63
1384,XSHE,682,68,43.77
1387,XSHE,42,68,7.34
1388,XSHE,2269,68,44.39
1395,XSHE,2776,68,32.01
1390,XSHG,600190,68,37.81
1397,XSHG,600510,68,31.1
1383,XSHG,603698,68,59.24
1391,XSHG,600841,68,65.04
1396,XSHE,300276,68,27.28
1394,XSHG,600108,68,58.25
1392,XSHE,300427,68,27.75
1393,XSHE,300177,68,75.57
1382,XSHE,300326,68,23.5
1386,XSHG,603387,68,20.06
1389,XSHE,300406,68,28.28
1385,XSHE,612,68,-24.51
1400,XSHE,720,67,4.5
1404,XSHG,600868,67,1022.8
1414,XSHG,603869,67,59.5
1416,XSHE,300309,67,22.43
1405,XSHE,926,67,7.71
1403,XSHE,300355,67,81.1
1408,XSHE,300091,67,30.1
1412,XSHG,600416,67,-12.68
1410,XSHG,603569,67,30.56
1417,XSHG,600054,67,70.79
1399,XSHG,603599,67,12.46
1401,XSHG,603881,67,46.77
1411,XSHE,2261,67,141.77
1409,XSHE,2309,67,-19.64
1413,XSHE,2168,67,62.83
1407,XSHG,600720,67,130.36
1398,XSHE,300104,67,-9.5
1402,XSHG,600587,67,2.99
1418,XSHG,603456,67,38.27
1406,XSHE,603,67,17.25
1415,XSHE,300751,67,26.22
1429,XSHE,300577,66,36.02
1428,XSHG,600691,66,240.95
1425,XSHE,2639,66,718.12
1422,XSHG,600933,66,17.87
1427,XSHE,2416,66,17.44
1423,XSHE,2695,66,25.83
1420,XSHE,2792,66,-91.3
1430,XSHE,2619,66,15.71
1419,XSHE,2102,66,10.53
1424,XSHE,931,66,118.2
1426,XSHE,300428,66,16.4
1421,XSHG,600894,66,12.9
1432,XSHG,600876,65,821.13
1439,XSHE,875,65,10.12
1450,XSHE,2161,65,31.22
1453,XSHE,300493,65,220.58
1433,XSHG,600360,65,103.72
1454,XSHE,2913,65,33.68
1444,XSHE,2327,65,20.01
1440,XSHG,600035,65,8.66
1431,XSHG,600626,65,3.5
1446,XSHE,300132,65,19.88
1451,XSHE,2254,65,39.35
1449,XSHG,603588,65,29.53
1452,XSHE,801,65,225.93
1434,XSHE,2190,65,-56.28
1447,XSHE,639,65,17.63
1435,XSHE,300101,65,482.3
1438,XSHE,300504,65,32.41
1441,XSHG,600105,65,86.61
1442,XSHE,2115,65,67.58
1436,XSHG,603533,65,52.55
1448,XSHE,300662,65,63.71
1437,XSHE,2540,65,22.48
1443,XSHG,603583,65,27.25
1445,XSHG,603012,65,37.65
1469,XSHE,797,64,34.59
1465,XSHG,600146,64,-19.71
1455,XSHE,2716,64,38.58
1457,XSHE,2497,64,51.73
1467,XSHE,300174,64,142.58
1459,XSHE,2034,64,25.22
1460,XSHG,600343,64,458.8
1462,XSHE,300185,64,68.13
1470,XSHG,600794,64,45.76
1464,XSHE,552,64,10.64
1456,XSHE,2679,64,-131.29
1468,XSHE,2239,64,255.11
1458,XSHE,662,64,27.36
1466,XSHG,600738,64,19.31
1461,XSHE,300255,64,28.3
1463,XSHE,300702,64,12.48
1481,XSHG,600210,63,26.68
1473,XSHE,2130,63,49.81
1475,XSHE,300409,63,-18.67
1482,XSHE,2095,63,152.93
1478,XSHG,600503,63,-145.78
1484,XSHG,600230,63,97.29
1483,XSHG,600577,63,20.3
1479,XSHE,2631,63,65.02
1486,XSHE,2346,63,15.84
1476,XSHG,601500,63,48.14
1471,XSHE,2929,63,32.95
1472,XSHE,300252,63,77.77
1487,XSHE,2017,63,189.65
1474,XSHE,2238,63,29.13
1477,XSHE,2699,63,137.84
1480,XSHE,2219,63,58.42
1485,XSHE,55,63,22.39
1505,XSHE,300034,62,48.72
1498,XSHE,2036,62,38.23
1497,XSHE,300223,62,633.34
1501,XSHG,600743,62,154.78
1492,XSHG,600399,62,30.9
1491,XSHE,2307,62,237.95
1504,XSHG,600822,62,87.66
1493,XSHG,600481,62,147.81
1496,XSHE,300487,62,27.62
1490,XSHG,600650,62,20.12
1494,XSHE,796,62,51.46
1495,XSHE,2646,62,30.75
1502,XSHE,2126,62,14.16
1500,XSHG,600326,62,331.04
1503,XSHG,600661,62,55.82
1489,XSHE,2332,62,26.85
1488,XSHE,300066,62,73.64
1499,XSHE,2057,62,34.4
1512,XSHE,2228,61,22.29
1515,XSHE,2243,61,101.19
1519,XSHG,601890,61,63.19
1506,XSHG,600658,61,17.09
1508,XSHG,603959,61,41.67
1510,XSHG,603393,61,19.71
1514,XSHE,2053,61,11.08
1524,XSHE,811,61,8.99
1517,XSHE,910,61,24.11
1520,XSHE,300047,61,117.97
1522,XSHE,2657,61,15.48
1513,XSHG,603619,61,56.73
1523,XSHE,2256,61,-58.53
1521,XSHE,2108,61,52.28
1511,XSHE,2313,61,211.53
1507,XSHG,600129,61,14.57
1516,XSHG,603590,61,30.91
1518,XSHE,2431,61,-9.15
1509,XSHG,603105,61,4227.2
1526,XSHE,2585,60,34.48
1538,XSHE,37,60,-52.9
1540,XSHE,300131,60,33.05
1527,XSHE,2318,60,21.05
1549,XSHG,600581,60,-7.7
1534,XSHE,507,60,184.87
1533,XSHE,2135,60,17.2
1532,XSHE,300055,60,22.31
1525,XSHE,2435,60,18.59
1551,XSHE,2367,60,50.74
1545,XSHG,603713,60,35.4
1543,XSHG,600182,60,78.66
1530,XSHE,300045,60,147.73
1531,XSHE,2344,60,15.3
1539,XSHE,2515,60,47.03
1548,XSHE,2570,60,167.68
1541,XSHE,2276,60,-93.88
1537,XSHE,829,60,130.16
1550,XSHE,300310,60,85.89
1536,XSHG,600088,60,41.9
1529,XSHG,603108,60,22.2
1547,XSHE,300110,60,304.72
1528,XSHE,2378,60,211.28
1535,XSHE,657,60,42.46
1542,XSHG,601677,60,10.49
1546,XSHG,603429,60,35.62
1544,XSHE,652,60,-137.46
1570,XSHG,600744,59,59.05
1567,XSHE,300366,59,53.83
1558,XSHE,2189,59,65.46
1573,XSHE,300672,59,-432.7
1562,XSHG,603357,59,12.48
1569,XSHE,498,59,14.1
1555,XSHE,544,59,23.91
1564,XSHE,300429,59,44.54
1553,XSHE,2685,59,36.02
1563,XSHE,2520,59,34.85
1552,XSHE,557,59,51.62
1559,XSHG,603967,59,44.46
1574,XSHG,600603,59,12.75
1557,XSHE,300044,59,22.62
1566,XSHE,300559,59,93.74
1572,XSHG,600590,59,26.42
1554,XSHE,851,59,-73.5
1571,XSHE,300502,59,45.1
1560,XSHG,600986,59,66.2
1568,XSHE,2181,59,64.9
1561,XSHG,600055,59,257.17
1565,XSHE,300237,59,16.52
1592,XSHE,791,58,-49.62
1576,XSHE,2636,58,56.39
1581,XSHE,2512,58,-36.18
1584,XSHE,300623,58,42.15
1575,XSHG,600773,58,56.93
1589,XSHE,11,58,18.46
1595,XSHE,861,58,63.49
1586,XSHG,603055,58,26.67
1593,XSHE,708,58,16.83
1582,XSHG,600368,58,2.21
1577,XSHG,603060,58,68.22
1580,XSHG,600617,58,31.34
1591,XSHE,300596,58,27.22
1583,XSHG,600218,58,49.42
1579,XSHG,600389,58,16
1594,XSHG,600742,58,13.53
1578,XSHG,603886,58,-213.39
1585,XSHG,600300,58,15.77
1600,XSHE,2364,58,126
1599,XSHG,600496,58,13.54
1596,XSHE,2550,58,16.15
1587,XSHG,600789,58,30.03
1598,XSHG,600211,58,20.38
